YouTubel,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,confirmed,Lior Mechlovich,1,1,Salespeak,Lior Mechlovich.png,https://www.linkedin.com/in/lior-mechlovich/,,,,From Tool Calls to Revenue: Metering and Billing AI workfloads at Scale,"Building an MCP server is getting easier. Monetizing one is not.
At first, usage-based billing looks simple: count tool calls, aggregate them monthly, and send an invoice. But once AI workloads move into production agent workflows, the definition of “usage” becomes much harder. Was that one tool call or ten? Should you bill for tokens, API calls, records retrieved, compute time, successful outcomes, or prepaid credits consumed? What happens when an agent retries, chains tools, streams results, or calls the same resource through multiple clients?
In this session, we’ll dive into the infrastructure behind trustworthy metering and pricing for MCP-native products. We’ll cover how to design a billing pipeline that can:
- Count usage once and only once, even with retries, failures, and agent loops
- Handle high-volume event streams from MCP tool calls
- Give customers real-time visibility into current-period usage
- Support pay-as-you-go, prepaid credits, drawdown models, and hybrid pricing
- Preserve developer trust by making usage explainable and auditable",,"Lior Mechlovich is the CTO and co-founder of salespeak.ai. Before Salespeak, he was the co-founder of amberflo.io and led engineering teams at AWS and Informatica."
,confirmed,Miles Maggio,1,1,Prest0,Miles Maggio.png,https://www.linkedin.com/in/milesprest0,,,,"Prest0 AI on the Rise of Self-developing AI Startup"": What's real, what's theater, what's next and the new rules of business in the AI era",Coming soon...,,"Miles Maggio is a recognized top Voice, keynote speaker, and founder specializing in real-world AI agent engineering. He is the Founder of Prest0, the creator of 24/7 AI employees designed to perform end-to-end digital work for enterprise law firms, finance, and marketing teams—a platform backed by a $350K seed round at a $20M post-money valuation.
With 14 years in software engineering and 3+ years dedicated exclusively to building B2B AI agents, Miles brings rare, hands-on production experience to the stage. He previously led an engineering team of seven delivering agentic systems that directly led to a successful company exit, and he has consulted for Fortune 50 brands on agentic architecture. Miles is a frequent speaker and advisor across platforms like the Global Skill Development Council, Founder’s Bay, and numerous industry workshops and podcasts."
,confirmed,Avneesh Sharma,1,1,Amazon,Avneesh Sharma.png,https://www.linkedin.com/in/avneesh-sharma/,,,,Evidence Grounded Context Layer for AI Agents,"Intelligence is hardly a limiting factor these days. Most production agents fail to give the right response because of evidence failures. Because the agent's picture of the world is stale, conflicting, unattributed, and no amount of prompt engineering or model upgrades can fix that as retrieval can find the text, but not the truth. Worse, when the system recommends action and if evals do not find the problem with the action, the feedback might never come or comes via a customer-facing issue. The solution pattern we use: an ontology that defines what entities and claims mean, a graph that holds the evidence with its source, timestamp, and lineage, a vector index for finding candidate evidence, and an orchestrating agent on top that resolves conflicts, cites what it used, and refuses when the evidence isn't there.",,"Avneesh Sharma is a software engineer focused on production AI/ML systems, specializing in LLMOps, evals, RAG, and scalable architecture. He brings a practical, software-first mindset to building reliable AI beyond the prototype stage.
He writes about AI infrastructure and engineering judgment at Build Tech Career."
,confirmed,Pujitha Paladugu,1,1,Independent Researcher,Pujitha Paladugu.png,https://www.linkedin.com/in/pujitha-paladugu-ab977682/,,,,Zero-Trust Edge Security for Enterprise LLM Applications,"Enterprise LLM applications introduce new security risks at the point where users, AI agents, APIs, and model-serving platforms interact. Prompt injection, unauthorized model access, sensitive-data exposure, denial-of-service attacks, and insecure backend connectivity require security controls that extend beyond traditional application boundaries. This session presents a vendor-neutral zero-trust edge architecture for protecting enterprise LLM and generative AI workloads. The framework is built around four core security primitives: globally distributed edge gateways with DDoS protection, Web Application Firewall enforcement, private connectivity to model endpoints, and end-to-end TLS with mutual authentication. Attendees will learn how these controls can secure LLM APIs, retrieval-augmented generation pipelines, AI agents, and inference services while supporting identity-aware access, regional data restrictions, and secure communication between application and model layers. The session also examines residual risks, including prompt injection, model abuse, compromised dependencies, certificate-management challenges, and insider threats. The architecture is mapped across Microsoft Azure, AWS, Google Cloud, and Cloudflare to demonstrate how organizations can implement consistent protections across multi-cloud AI environments. The session concludes with practical guidance on secure Infrastructure-as-Code templates, continuous policy tuning, private endpoint management, certificate lifecycle automation, and monitoring for suspicious LLM traffic patterns.",,"Pujitha Sri Lakshmi Paladugu is an independent researcher with over ten years of experience in distributed cloud infrastructure, secure edge architecture, global traffic routing, and AI-inference systems. She specializes in building secure, resilient, and highly available platforms, including zero-downtime traffic migrations, cloud modernization, distributed databases, and infrastructure automation. She is the primary author of the 2026 peer-reviewed paper, “Matching Frontier Code Agents with Lightweight Models via Multi-Model Consultation,” and has published technical work on zero-trust architecture, AI-inference routing, confidential computing, observability, and SLO engineering. She also serves as a technical reviewer and hackathon judge. Pujitha holds an M.S. in Computer Science from The University of Texas at Dallas and a B.Tech. in Computer Science from SASTRA University."
